,NAME,P0010001,state,county
2736,Somervell County,8490,48,425
2737,Starr County,60968,48,427
2738,Stephens County,9630,48,429
2739,Sterling County,1143,48,431
2740,Stonewall County,1490,48,433
2741,Sutton County,4128,48,435
2742,Swisher County,7854,48,437
2743,Tarrant County,1809034,48,439
2744,Taylor County,131506,48,441
2745,Terrell County,984,48,443
2746,Terry County,12651,48,445
2747,Throckmorton County,1641,48,447
2748,Titus County,32334,48,449
2749,Tom Green County,110224,48,451
2750,Travis County,1024266,48,453
2751,Trinity County,14585,48,455
2752,Tyler County,21766,48,457
2753,Upshur County,39309,48,459
2754,Upton County,3355,48,461
2755,Uvalde County,26405,48,463
2756,Val Verde County,48879,48,465
2757,Van Zandt County,52579,48,467
2758,Victoria County,86793,48,469
2759,Walker County,67861,48,471
2760,Waller County,43205,48,473
2761,Ward County,10658,48,475
2762,Washington County,33718,48,477
2763,Webb County,250304,48,479
2764,Wharton County,41280,48,481
2765,Wheeler County,5410,48,483
2766,Wichita County,131500,48,485
2767,Wilbarger County,13535,48,487
2768,Willacy County,22134,48,489
2769,Williamson County,422679,48,491
2770,Wilson County,42918,48,493
2771,Winkler County,7110,48,495
2772,Wise County,59127,48,497
2773,Wood County,41964,48,499
2774,Yoakum County,7879,48,501
2775,Young County,18550,48,503
2776,Zapata County,14018,48,505
2777,Zavala County,11677,48,507
2778,Beaver County,6629,49,001
2779,Box Elder County,49975,49,003
2780,Cache County,112656,49,005
2781,Carbon County,21403,49,007
2782,Daggett County,1059,49,009
2783,Davis County,306479,49,011
2784,Duchesne County,18607,49,013
2785,Emery County,10976,49,015
2786,Garfield County,5172,49,017
2787,Grand County,9225,49,019
2788,Iron County,46163,49,021
2789,Juab County,10246,49,023
2790,Kane County,7125,49,025
2791,Millard County,12503,49,027
2792,Morgan County,9469,49,029
2793,Piute County,1556,49,031
2794,Rich County,2264,49,033
2795,Salt Lake County,1029655,49,035
2796,San Juan County,14746,49,037
2797,Sanpete County,27822,49,039
2798,Sevier County,20802,49,041
2799,Summit County,36324,49,043
2800,Tooele County,58218,49,045
2801,Uintah County,32588,49,047
2802,Utah County,516564,49,049
2803,Wasatch County,23530,49,051
2804,Washington County,138115,49,053
2805,Wayne County,2778,49,055
2806,Weber County,231236,49,057
2807,Addison County,36821,50,001
2808,Bennington County,37125,50,003
2809,Caledonia County,31227,50,005
2810,Chittenden County,156545,50,007
2811,Essex County,6306,50,009
2812,Franklin County,47746,50,011
2813,Grand Isle County,6970,50,013
2814,Lamoille County,24475,50,015
2815,Orange County,28936,50,017
2816,Orleans County,27231,50,019
2817,Rutland County,61642,50,021
2818,Washington County,59534,50,023
2819,Windham County,44513,50,025
2820,Windsor County,56670,50,027
2821,Accomack County,33164,51,001
2822,Albemarle County,98970,51,003
2823,Alleghany County,16250,51,005
2824,Amelia County,12690,51,007
2825,Amherst County,32353,51,009
2826,Appomattox County,14973,51,011
2827,Arlington County,207627,51,013
2828,Augusta County,73750,51,015
2829,Bath County,4731,51,017
2830,Bedford County,68676,51,019
2831,Bland County,6824,51,021
2832,Botetourt County,33148,51,023
2833,Brunswick County,17434,51,025
2834,Buchanan County,24098,51,027
2835,Buckingham County,17146,51,029
2836,Campbell County,54842,51,031
2837,Caroline County,28545,51,033
2838,Carroll County,30042,51,035
2839,Charles City County,7256,51,036
2840,Charlotte County,12586,51,037
2841,Chesterfield County,316236,51,041
2842,Clarke County,14034,51,043
2843,Craig County,5190,51,045
2844,Culpeper County,46689,51,047
2845,Cumberland County,10052,51,049
2846,Dickenson County,15903,51,051
2847,Dinwiddie County,28001,51,053
2848,Essex County,11151,51,057
2849,Fairfax County,1081726,51,059
2850,Fauquier County,65203,51,061
2851,Floyd County,15279,51,063
2852,Fluvanna County,25691,51,065
2853,Franklin County,56159,51,067
2854,Frederick County,78305,51,069
2855,Giles County,17286,51,071
2856,Gloucester County,36858,51,073
2857,Goochland County,21717,51,075
2858,Grayson County,15533,51,077
2859,Greene County,18403,51,079
2860,Greensville County,12243,51,081
2861,Halifax County,36241,51,083
2862,Hanover County,99863,51,085
2863,Henrico County,306935,51,087
2864,Henry County,54151,51,089
2865,Highland County,2321,51,091
2866,Isle of Wight County,35270,51,093
2867,James City County,67009,51,095
2868,King and Queen County,6945,51,097
2869,King George County,23584,51,099
2870,King William County,15935,51,101
2871,Lancaster County,11391,51,103
2872,Lee County,25587,51,105
2873,Loudoun County,312311,51,107
2874,Louisa County,33153,51,109
2875,Lunenburg County,12914,51,111
2876,Madison County,13308,51,113
2877,Mathews County,8978,51,115
2878,Mecklenburg County,32727,51,117
2879,Middlesex County,10959,51,119
2880,Montgomery County,94392,51,121
2881,Nelson County,15020,51,125
2882,New Kent County,18429,51,127
2883,Northampton County,12389,51,131
2884,Northumberland County,12330,51,133
2885,Nottoway County,15853,51,135
2886,Orange County,33481,51,137
2887,Page County,24042,51,139
2888,Patrick County,18490,51,141
2889,Pittsylvania County,63506,51,143
2890,Powhatan County,28046,51,145
2891,Prince Edward County,23368,51,147
2892,Prince George County,35725,51,149
2893,Prince William County,402002,51,153
2894,Pulaski County,34872,51,155
2895,Rappahannock County,7373,51,157
2896,Richmond County,9254,51,159
2897,Roanoke County,92376,51,161
2898,Rockbridge County,22307,51,163
2899,Rockingham County,76314,51,165
2900,Russell County,28897,51,167
2901,Scott County,23177,51,169
2902,Shenandoah County,41993,51,171
2903,Smyth County,32208,51,173
2904,Southampton County,18570,51,175
2905,Spotsylvania County,122397,51,177
2906,Stafford County,128961,51,179
2907,Surry County,7058,51,181
2908,Sussex County,12087,51,183
2909,Tazewell County,45078,51,185
2910,Warren County,37575,51,187
2911,Washington County,54876,51,191
2912,Westmoreland County,17454,51,193
2913,Wise County,41452,51,195
2914,Wythe County,29235,51,197
2915,York County,65464,51,199
2916,Alexandria city,139966,51,510
2917,Bedford city,6222,51,515
2918,Bristol city,17835,51,520
2919,Buena Vista city,6650,51,530
2920,Charlottesville city,43475,51,540
2921,Chesapeake city,222209,51,550
2922,Colonial Heights city,17411,51,570
2923,Covington city,5961,51,580
2924,Danville city,43055,51,590
2925,Emporia city,5927,51,595
2926,Fairfax city,22565,51,600
2927,Falls Church city,12332,51,610
2928,Franklin city,8582,51,620
2929,Fredericksburg city,24286,51,630
2930,Galax city,7042,51,640
2931,Hampton city,137436,51,650
2932,Harrisonburg city,48914,51,660
2933,Hopewell city,22591,51,670
2934,Lexington city,7042,51,678
2935,Lynchburg city,75568,51,680
2936,Manassas city,37821,51,683
2937,Manassas Park city,14273,51,685
2938,Martinsville city,13821,51,690
2939,Newport News city,180719,51,700
2940,Norfolk city,242803,51,710
2941,Norton city,3958,51,720
2942,Petersburg city,32420,51,730
2943,Poquoson city,12150,51,735
2944,Portsmouth city,95535,51,740
2945,Radford city,16408,51,750
2946,Richmond city,204214,51,760
2947,Roanoke city,97032,51,770
2948,Salem city,24802,51,775
2949,Staunton city,23746,51,790
2950,Suffolk city,84585,51,800
2951,Virginia Beach city,437994,51,810
2952,Waynesboro city,21006,51,820
2953,Williamsburg city,14068,51,830
2954,Winchester city,26203,51,840
2955,Adams County,18728,53,001
2956,Asotin County,21623,53,003
2957,Benton County,175177,53,005
2958,Chelan County,72453,53,007
2959,Clallam County,71404,53,009
2960,Clark County,425363,53,011
2961,Columbia County,4078,53,013
2962,Cowlitz County,102410,53,015
2963,Douglas County,38431,53,017
2964,Ferry County,7551,53,019
2965,Franklin County,78163,53,021
2966,Garfield County,2266,53,023
2967,Grant County,89120,53,025
2968,Grays Harbor County,72797,53,027
2969,Island County,78506,53,029
2970,Jefferson County,29872,53,031
2971,King County,1931249,53,033
2972,Kitsap County,251133,53,035
2973,Kittitas County,40915,53,037
2974,Klickitat County,20318,53,039
2975,Lewis County,75455,53,041
2976,Lincoln County,10570,53,043
2977,Mason County,60699,53,045
2978,Okanogan County,41120,53,047
2979,Pacific County,20920,53,049
2980,Pend Oreille County,13001,53,051
2981,Pierce County,795225,53,053
2982,San Juan County,15769,53,055
2983,Skagit County,116901,53,057
2984,Skamania County,11066,53,059
2985,Snohomish County,713335,53,061
2986,Spokane County,471221,53,063
2987,Stevens County,43531,53,065
2988,Thurston County,252264,53,067
2989,Wahkiakum County,3978,53,069
2990,Walla Walla County,58781,53,071
2991,Whatcom County,201140,53,073
2992,Whitman County,44776,53,075
2993,Yakima County,243231,53,077
2994,Barbour County,16589,54,001
2995,Berkeley County,104169,54,003
2996,Boone County,24629,54,005
2997,Braxton County,14523,54,007
2998,Brooke County,24069,54,009
2999,Cabell County,96319,54,011
3000,Calhoun County,7627,54,013
3001,Clay County,9386,54,015
3002,Doddridge County,8202,54,017
3003,Fayette County,46039,54,019
3004,Gilmer County,8693,54,021
3005,Grant County,11937,54,023
3006,Greenbrier County,35480,54,025
3007,Hampshire County,23964,54,027
3008,Hancock County,30676,54,029
3009,Hardy County,14025,54,031
3010,Harrison County,69099,54,033
3011,Jackson County,29211,54,035
3012,Jefferson County,53498,54,037
3013,Kanawha County,193063,54,039
3014,Lewis County,16372,54,041
3015,Lincoln County,21720,54,043
3016,Logan County,36743,54,045
3017,McDowell County,22113,54,047
3018,Marion County,56418,54,049
3019,Marshall County,33107,54,051
3020,Mason County,27324,54,053
3021,Mercer County,62264,54,055
3022,Mineral County,28212,54,057
3023,Mingo County,26839,54,059
3024,Monongalia County,96189,54,061
3025,Monroe County,13502,54,063
3026,Morgan County,17541,54,065
3027,Nicholas County,26233,54,067
3028,Ohio County,44443,54,069
3029,Pendleton County,7695,54,071
3030,Pleasants County,7605,54,073
3031,Pocahontas County,8719,54,075
3032,Preston County,33520,54,077
3033,Putnam County,55486,54,079
3034,Raleigh County,78859,54,081
3035,Randolph County,29405,54,083
3036,Ritchie County,10449,54,085
3037,Roane County,14926,54,087
3038,Summers County,13927,54,089
3039,Taylor County,16895,54,091
3040,Tucker County,7141,54,093
3041,Tyler County,9208,54,095
3042,Upshur County,24254,54,097
3043,Wayne County,42481,54,099
3044,Webster County,9154,54,101
3045,Wetzel County,16583,54,103
3046,Wirt County,5717,54,105
3047,Wood County,86956,54,107
3048,Wyoming County,23796,54,109
3049,Adams County,20875,55,001
3050,Ashland County,16157,55,003
3051,Barron County,45870,55,005
3052,Bayfield County,15014,55,007
3053,Brown County,248007,55,009
3054,Buffalo County,13587,55,011
3055,Burnett County,15457,55,013
3056,Calumet County,48971,55,015
3057,Chippewa County,62415,55,017
3058,Clark County,34690,55,019
3059,Columbia County,56833,55,021
3060,Crawford County,16644,55,023
3061,Dane County,488073,55,025
3062,Dodge County,88759,55,027
3063,Door County,27785,55,029
3064,Douglas County,44159,55,031
3065,Dunn County,43857,55,033
3066,Eau Claire County,98736,55,035
3067,Florence County,4423,55,037
3068,Fond du Lac County,101633,55,039
3069,Forest County,9304,55,041
3070,Grant County,51208,55,043
3071,Green County,36842,55,045
3072,Green Lake County,19051,55,047
3073,Iowa County,23687,55,049
3074,Iron County,5916,55,051
3075,Jackson County,20449,55,053
3076,Jefferson County,83686,55,055
3077,Juneau County,26664,55,057
3078,Kenosha County,166426,55,059
3079,Kewaunee County,20574,55,061
3080,La Crosse County,114638,55,063
3081,Lafayette County,16836,55,065
3082,Langlade County,19977,55,067
3083,Lincoln County,28743,55,069
3084,Manitowoc County,81442,55,071
3085,Marathon County,134063,55,073
3086,Marinette County,41749,55,075
3087,Marquette County,15404,55,077
3088,Menominee County,4232,55,078
3089,Milwaukee County,947735,55,079
3090,Monroe County,44673,55,081
3091,Oconto County,37660,55,083
3092,Oneida County,35998,55,085
3093,Outagamie County,176695,55,087
3094,Ozaukee County,86395,55,089
3095,Pepin County,7469,55,091
3096,Pierce County,41019,55,093
3097,Polk County,44205,55,095
3098,Portage County,70019,55,097
3099,Price County,14159,55,099
3100,Racine County,195408,55,101
3101,Richland County,18021,55,103
3102,Rock County,160331,55,105
3103,Rusk County,14755,55,107
3104,St. Croix County,84345,55,109
3105,Sauk County,61976,55,111
3106,Sawyer County,16557,55,113
3107,Shawano County,41949,55,115
3108,Sheboygan County,115507,55,117
3109,Taylor County,20689,55,119
3110,Trempealeau County,28816,55,121
3111,Vernon County,29773,55,123
3112,Vilas County,21430,55,125
3113,Walworth County,102228,55,127
3114,Washburn County,15911,55,129
3115,Washington County,131887,55,131
3116,Waukesha County,389891,55,133
3117,Waupaca County,52410,55,135
3118,Waushara County,24496,55,137
3119,Winnebago County,166994,55,139
3120,Wood County,74749,55,141
3121,Albany County,36299,56,001
3122,Big Horn County,11668,56,003
3123,Campbell County,46133,56,005
3124,Carbon County,15885,56,007
3125,Converse County,13833,56,009
3126,Crook County,7083,56,011
3127,Fremont County,40123,56,013
3128,Goshen County,13249,56,015
3129,Hot Springs County,4812,56,017
3130,Johnson County,8569,56,019
3131,Laramie County,91738,56,021
3132,Lincoln County,18106,56,023
3133,Natrona County,75450,56,025
3134,Niobrara County,2484,56,027
3135,Park County,28205,56,029
3136,Platte County,8667,56,031
3137,Sheridan County,29116,56,033
3138,Sublette County,10247,56,035
3139,Sweetwater County,43806,56,037
3140,Teton County,21294,56,039
3141,Uinta County,21118,56,041
3142,Washakie County,8533,56,043
3143,Weston County,7208,56,045
3144,Adjuntas Municipio,19483,72,001
3145,Aguada Municipio,41959,72,003
3146,Aguadilla Municipio,60949,72,005
3147,Aguas Buenas Municipio,28659,72,007
3148,Aibonito Municipio,25900,72,009
3149,Añasco Municipio,29261,72,011
3150,Arecibo Municipio,96440,72,013
3151,Arroyo Municipio,19575,72,015
3152,Barceloneta Municipio,24816,72,017
3153,Barranquitas Municipio,30318,72,019
3154,Bayamón Municipio,208116,72,021
3155,Cabo Rojo Municipio,50917,72,023
3156,Caguas Municipio,142893,72,025
3157,Camuy Municipio,35159,72,027
3158,Canóvanas Municipio,47648,72,029
3159,Carolina Municipio,176762,72,031
3160,Cataño Municipio,28140,72,033
3161,Cayey Municipio,48119,72,035
3162,Ceiba Municipio,13631,72,037
3163,Ciales Municipio,18782,72,039
3164,Cidra Municipio,43480,72,041
3165,Coamo Municipio,40512,72,043
3166,Comerío Municipio,20778,72,045
3167,Corozal Municipio,37142,72,047
3168,Culebra Municipio,1818,72,049
3169,Dorado Municipio,38165,72,051
3170,Fajardo Municipio,36993,72,053
3171,Florida Municipio,12680,72,054
3172,Guánica Municipio,19427,72,055
3173,Guayama Municipio,45362,72,057
3174,Guayanilla Municipio,21581,72,059
3175,Guaynabo Municipio,97924,72,061
3176,Gurabo Municipio,45369,72,063
3177,Hatillo Municipio,41953,72,065
3178,Hormigueros Municipio,17250,72,067
3179,Humacao Municipio,58466,72,069
3180,Isabela Municipio,45631,72,071
3181,Jayuya Municipio,16642,72,073
3182,Juana Díaz Municipio,50747,72,075
3183,Juncos Municipio,40290,72,077
3184,Lajas Municipio,25753,72,079
3185,Lares Municipio,30753,72,081
3186,Las Marías Municipio,9881,72,083
3187,Las Piedras Municipio,38675,72,085
3188,Loíza Municipio,30060,72,087
3189,Luquillo Municipio,20068,72,089
3190,Manatí Municipio,44113,72,091
3191,Maricao Municipio,6276,72,093
3192,Maunabo Municipio,12225,72,095
3193,Mayagüez Municipio,89080,72,097
3194,Moca Municipio,40109,72,099
3195,Morovis Municipio,32610,72,101
3196,Naguabo Municipio,26720,72,103
3197,Naranjito Municipio,30402,72,105
3198,Orocovis Municipio,23423,72,107
3199,Patillas Municipio,19277,72,109
3200,Peñuelas Municipio,24282,72,111
3201,Ponce Municipio,166327,72,113
3202,Quebradillas Municipio,25919,72,115
3203,Rincón Municipio,15200,72,117
3204,Río Grande Municipio,54304,72,119
3205,Sabana Grande Municipio,25265,72,121
3206,Salinas Municipio,31078,72,123
3207,San Germán Municipio,35527,72,125
3208,San Juan Municipio,395326,72,127
3209,San Lorenzo Municipio,41058,72,129
3210,San Sebastián Municipio,42430,72,131
3211,Santa Isabel Municipio,23274,72,133
3212,Toa Alta Municipio,74066,72,135
3213,Toa Baja Municipio,89609,72,137
3214,Trujillo Alto Municipio,74842,72,139
3215,Utuado Municipio,33149,72,141
3216,Vega Alta Municipio,39951,72,143
3217,Vega Baja Municipio,59662,72,145
3218,Vieques Municipio,9301,72,147
3219,Villalba Municipio,26073,72,149
3220,Yabucoa Municipio,37941,72,151
3221,Yauco Municipio,42043,72,153
