,NAME,P0010001,state,county
1006,Breathitt County,13878,21,025
1007,Breckinridge County,20059,21,027
1008,Bullitt County,74319,21,029
1009,Butler County,12690,21,031
1010,Caldwell County,12984,21,033
1011,Calloway County,37191,21,035
1012,Campbell County,90336,21,037
1013,Carlisle County,5104,21,039
1014,Carroll County,10811,21,041
1015,Carter County,27720,21,043
1016,Casey County,15955,21,045
1017,Christian County,73955,21,047
1018,Clark County,35613,21,049
1019,Clay County,21730,21,051
1020,Clinton County,10272,21,053
1021,Crittenden County,9315,21,055
1022,Cumberland County,6856,21,057
1023,Daviess County,96656,21,059
1024,Edmonson County,12161,21,061
1025,Elliott County,7852,21,063
1026,Estill County,14672,21,065
1027,Fayette County,295803,21,067
1028,Fleming County,14348,21,069
1029,Floyd County,39451,21,071
1030,Franklin County,49285,21,073
1031,Fulton County,6813,21,075
1032,Gallatin County,8589,21,077
1033,Garrard County,16912,21,079
1034,Grant County,24662,21,081
1035,Graves County,37121,21,083
1036,Grayson County,25746,21,085
1037,Green County,11258,21,087
1038,Greenup County,36910,21,089
1039,Hancock County,8565,21,091
1040,Hardin County,105543,21,093
1041,Harlan County,29278,21,095
1042,Harrison County,18846,21,097
1043,Hart County,18199,21,099
1044,Henderson County,46250,21,101
1045,Henry County,15416,21,103
1046,Hickman County,4902,21,105
1047,Hopkins County,46920,21,107
1048,Jackson County,13494,21,109
1049,Jefferson County,741096,21,111
1050,Jessamine County,48586,21,113
1051,Johnson County,23356,21,115
1052,Kenton County,159720,21,117
1053,Knott County,16346,21,119
1054,Knox County,31883,21,121
1055,Larue County,14193,21,123
1056,Laurel County,58849,21,125
1057,Lawrence County,15860,21,127
1058,Lee County,7887,21,129
1059,Leslie County,11310,21,131
1060,Letcher County,24519,21,133
1061,Lewis County,13870,21,135
1062,Lincoln County,24742,21,137
1063,Livingston County,9519,21,139
1064,Logan County,26835,21,141
1065,Lyon County,8314,21,143
1066,McCracken County,65565,21,145
1067,McCreary County,18306,21,147
1068,McLean County,9531,21,149
1069,Madison County,82916,21,151
1070,Magoffin County,13333,21,153
1071,Marion County,19820,21,155
1072,Marshall County,31448,21,157
1073,Martin County,12929,21,159
1074,Mason County,17490,21,161
1075,Meade County,28602,21,163
1076,Menifee County,6306,21,165
1077,Mercer County,21331,21,167
1078,Metcalfe County,10099,21,169
1079,Monroe County,10963,21,171
1080,Montgomery County,26499,21,173
1081,Morgan County,13923,21,175
1082,Muhlenberg County,31499,21,177
1083,Nelson County,43437,21,179
1084,Nicholas County,7135,21,181
1085,Ohio County,23842,21,183
1086,Oldham County,60316,21,185
1087,Owen County,10841,21,187
1088,Owsley County,4755,21,189
1089,Pendleton County,14877,21,191
1090,Perry County,28712,21,193
1091,Pike County,65024,21,195
1092,Powell County,12613,21,197
1093,Pulaski County,63063,21,199
1094,Robertson County,2282,21,201
1095,Rockcastle County,17056,21,203
1096,Rowan County,23333,21,205
1097,Russell County,17565,21,207
1098,Scott County,47173,21,209
1099,Shelby County,42074,21,211
1100,Simpson County,17327,21,213
1101,Spencer County,17061,21,215
1102,Taylor County,24512,21,217
1103,Todd County,12460,21,219
1104,Trigg County,14339,21,221
1105,Trimble County,8809,21,223
1106,Union County,15007,21,225
1107,Warren County,113792,21,227
1108,Washington County,11717,21,229
1109,Wayne County,20813,21,231
1110,Webster County,13621,21,233
1111,Whitley County,35637,21,235
1112,Wolfe County,7355,21,237
1113,Woodford County,24939,21,239
1114,Acadia Parish,61773,22,001
1115,Allen Parish,25764,22,003
1116,Ascension Parish,107215,22,005
1117,Assumption Parish,23421,22,007
1118,Avoyelles Parish,42073,22,009
1119,Beauregard Parish,35654,22,011
1120,Bienville Parish,14353,22,013
1121,Bossier Parish,116979,22,015
1122,Caddo Parish,254969,22,017
1123,Calcasieu Parish,192768,22,019
1124,Caldwell Parish,10132,22,021
1125,Cameron Parish,6839,22,023
1126,Catahoula Parish,10407,22,025
1127,Claiborne Parish,17195,22,027
1128,Concordia Parish,20822,22,029
1129,De Soto Parish,26656,22,031
1130,East Baton Rouge Parish,440171,22,033
1131,East Carroll Parish,7759,22,035
1132,East Feliciana Parish,20267,22,037
1133,Evangeline Parish,33984,22,039
1134,Franklin Parish,20767,22,041
1135,Grant Parish,22309,22,043
1136,Iberia Parish,73240,22,045
1137,Iberville Parish,33387,22,047
1138,Jackson Parish,16274,22,049
1139,Jefferson Parish,432552,22,051
1140,Jefferson Davis Parish,31594,22,053
1141,Lafayette Parish,221578,22,055
1142,Lafourche Parish,96318,22,057
1143,La Salle Parish,14890,22,059
1144,Lincoln Parish,46735,22,061
1145,Livingston Parish,128026,22,063
1146,Madison Parish,12093,22,065
1147,Morehouse Parish,27979,22,067
1148,Natchitoches Parish,39566,22,069
1149,Orleans Parish,343829,22,071
1150,Ouachita Parish,153720,22,073
1151,Plaquemines Parish,23042,22,075
1152,Pointe Coupee Parish,22802,22,077
1153,Rapides Parish,131613,22,079
1154,Red River Parish,9091,22,081
1155,Richland Parish,20725,22,083
1156,Sabine Parish,24233,22,085
1157,St. Bernard Parish,35897,22,087
1158,St. Charles Parish,52780,22,089
1159,St. Helena Parish,11203,22,091
1160,St. James Parish,22102,22,093
1161,St. John the Baptist Parish,45924,22,095
1162,St. Landry Parish,83384,22,097
1163,St. Martin Parish,52160,22,099
1164,St. Mary Parish,54650,22,101
1165,St. Tammany Parish,233740,22,103
1166,Tangipahoa Parish,121097,22,105
1167,Tensas Parish,5252,22,107
1168,Terrebonne Parish,111860,22,109
1169,Union Parish,22721,22,111
1170,Vermilion Parish,57999,22,113
1171,Vernon Parish,52334,22,115
1172,Washington Parish,47168,22,117
1173,Webster Parish,41207,22,119
1174,West Baton Rouge Parish,23788,22,121
1175,West Carroll Parish,11604,22,123
1176,West Feliciana Parish,15625,22,125
1177,Winn Parish,15313,22,127
1178,Androscoggin County,107702,23,001
1179,Aroostook County,71870,23,003
1180,Cumberland County,281674,23,005
1181,Franklin County,30768,23,007
1182,Hancock County,54418,23,009
1183,Kennebec County,122151,23,011
1184,Knox County,39736,23,013
1185,Lincoln County,34457,23,015
1186,Oxford County,57833,23,017
1187,Penobscot County,153923,23,019
1188,Piscataquis County,17535,23,021
1189,Sagadahoc County,35293,23,023
1190,Somerset County,52228,23,025
1191,Waldo County,38786,23,027
1192,Washington County,32856,23,029
1193,York County,197131,23,031
1194,Allegany County,75087,24,001
1195,Anne Arundel County,537656,24,003
1196,Baltimore County,805029,24,005
1197,Calvert County,88737,24,009
1198,Caroline County,33066,24,011
1199,Carroll County,167134,24,013
1200,Cecil County,101108,24,015
1201,Charles County,146551,24,017
1202,Dorchester County,32618,24,019
1203,Frederick County,233385,24,021
1204,Garrett County,30097,24,023
1205,Harford County,244826,24,025
1206,Howard County,287085,24,027
1207,Kent County,20197,24,029
1208,Montgomery County,971777,24,031
1209,Prince George's County,863420,24,033
1210,Queen Anne's County,47798,24,035
1211,St. Mary's County,105151,24,037
1212,Somerset County,26470,24,039
1213,Talbot County,37782,24,041
1214,Washington County,147430,24,043
1215,Wicomico County,98733,24,045
1216,Worcester County,51454,24,047
1217,Baltimore city,620961,24,510
1218,Barnstable County,215888,25,001
1219,Berkshire County,131219,25,003
1220,Bristol County,548285,25,005
1221,Dukes County,16535,25,007
1222,Essex County,743159,25,009
1223,Franklin County,71372,25,011
1224,Hampden County,463490,25,013
1225,Hampshire County,158080,25,015
1226,Middlesex County,1503085,25,017
1227,Nantucket County,10172,25,019
1228,Norfolk County,670850,25,021
1229,Plymouth County,494919,25,023
1230,Suffolk County,722023,25,025
1231,Worcester County,798552,25,027
1232,Alcona County,10942,26,001
1233,Alger County,9601,26,003
1234,Allegan County,111408,26,005
1235,Alpena County,29598,26,007
1236,Antrim County,23580,26,009
1237,Arenac County,15899,26,011
1238,Baraga County,8860,26,013
1239,Barry County,59173,26,015
1240,Bay County,107771,26,017
1241,Benzie County,17525,26,019
1242,Berrien County,156813,26,021
1243,Branch County,45248,26,023
1244,Calhoun County,136146,26,025
1245,Cass County,52293,26,027
1246,Charlevoix County,25949,26,029
1247,Cheboygan County,26152,26,031
1248,Chippewa County,38520,26,033
1249,Clare County,30926,26,035
1250,Clinton County,75382,26,037
1251,Crawford County,14074,26,039
1252,Delta County,37069,26,041
1253,Dickinson County,26168,26,043
1254,Eaton County,107759,26,045
1255,Emmet County,32694,26,047
1256,Genesee County,425790,26,049
1257,Gladwin County,25692,26,051
1258,Gogebic County,16427,26,053
1259,Grand Traverse County,86986,26,055
1260,Gratiot County,42476,26,057
1261,Hillsdale County,46688,26,059
1262,Houghton County,36628,26,061
1263,Huron County,33118,26,063
1264,Ingham County,280895,26,065
1265,Ionia County,63905,26,067
1266,Iosco County,25887,26,069
1267,Iron County,11817,26,071
1268,Isabella County,70311,26,073
1269,Jackson County,160248,26,075
1270,Kalamazoo County,250331,26,077
1271,Kalkaska County,17153,26,079
1272,Kent County,602622,26,081
1273,Keweenaw County,2156,26,083
1274,Lake County,11539,26,085
1275,Lapeer County,88319,26,087
1276,Leelanau County,21708,26,089
1277,Lenawee County,99892,26,091
1278,Livingston County,180967,26,093
1279,Luce County,6631,26,095
1280,Mackinac County,11113,26,097
1281,Macomb County,840978,26,099
1282,Manistee County,24733,26,101
1283,Marquette County,67077,26,103
1284,Mason County,28705,26,105
1285,Mecosta County,42798,26,107
1286,Menominee County,24029,26,109
1287,Midland County,83629,26,111
1288,Missaukee County,14849,26,113
1289,Monroe County,152021,26,115
1290,Montcalm County,63342,26,117
1291,Montmorency County,9765,26,119
1292,Muskegon County,172188,26,121
1293,Newaygo County,48460,26,123
1294,Oakland County,1202362,26,125
1295,Oceana County,26570,26,127
1296,Ogemaw County,21699,26,129
1297,Ontonagon County,6780,26,131
1298,Osceola County,23528,26,133
1299,Oscoda County,8640,26,135
1300,Otsego County,24164,26,137
1301,Ottawa County,263801,26,139
1302,Presque Isle County,13376,26,141
1303,Roscommon County,24449,26,143
1304,Saginaw County,200169,26,145
1305,St. Clair County,163040,26,147
1306,St. Joseph County,61295,26,149
1307,Sanilac County,43114,26,151
1308,Schoolcraft County,8485,26,153
1309,Shiawassee County,70648,26,155
1310,Tuscola County,55729,26,157
1311,Van Buren County,76258,26,159
1312,Washtenaw County,344791,26,161
1313,Wayne County,1820584,26,163
1314,Wexford County,32735,26,165
1315,Aitkin County,16202,27,001
1316,Anoka County,330844,27,003
1317,Becker County,32504,27,005
1318,Beltrami County,44442,27,007
1319,Benton County,38451,27,009
1320,Big Stone County,5269,27,011
1321,Blue Earth County,64013,27,013
1322,Brown County,25893,27,015
1323,Carlton County,35386,27,017
1324,Carver County,91042,27,019
1325,Cass County,28567,27,021
1326,Chippewa County,12441,27,023
1327,Chisago County,53887,27,025
1328,Clay County,58999,27,027
1329,Clearwater County,8695,27,029
1330,Cook County,5176,27,031
1331,Cottonwood County,11687,27,033
1332,Crow Wing County,62500,27,035
1333,Dakota County,398552,27,037
1334,Dodge County,20087,27,039
1335,Douglas County,36009,27,041
1336,Faribault County,14553,27,043
1337,Fillmore County,20866,27,045
1338,Freeborn County,31255,27,047
1339,Goodhue County,46183,27,049
1340,Grant County,6018,27,051
1341,Hennepin County,1152425,27,053
1342,Houston County,19027,27,055
1343,Hubbard County,20428,27,057
1344,Isanti County,37816,27,059
1345,Itasca County,45058,27,061
1346,Jackson County,10266,27,063
1347,Kanabec County,16239,27,065
1348,Kandiyohi County,42239,27,067
1349,Kittson County,4552,27,069
1350,Koochiching County,13311,27,071
1351,Lac qui Parle County,7259,27,073
1352,Lake County,10866,27,075
1353,Lake of the Woods County,4045,27,077
1354,Le Sueur County,27703,27,079
1355,Lincoln County,5896,27,081
1356,Lyon County,25857,27,083
1357,McLeod County,36651,27,085
1358,Mahnomen County,5413,27,087
1359,Marshall County,9439,27,089
1360,Martin County,20840,27,091
1361,Meeker County,23300,27,093
1362,Mille Lacs County,26097,27,095
1363,Morrison County,33198,27,097
1364,Mower County,39163,27,099
1365,Murray County,8725,27,101
1366,Nicollet County,32727,27,103
1367,Nobles County,21378,27,105
1368,Norman County,6852,27,107
1369,Olmsted County,144248,27,109
1370,Otter Tail County,57303,27,111
1371,Pennington County,13930,27,113
1372,Pine County,29750,27,115
1373,Pipestone County,9596,27,117
1374,Polk County,31600,27,119
1375,Pope County,10995,27,121
1376,Ramsey County,508640,27,123
1377,Red Lake County,4089,27,125
1378,Redwood County,16059,27,127
1379,Renville County,15730,27,129
1380,Rice County,64142,27,131
1381,Rock County,9687,27,133
1382,Roseau County,15629,27,135
1383,St. Louis County,200226,27,137
1384,Scott County,129928,27,139
1385,Sherburne County,88499,27,141
1386,Sibley County,15226,27,143
1387,Stearns County,150642,27,145
1388,Steele County,36576,27,147
1389,Stevens County,9726,27,149
1390,Swift County,9783,27,151
1391,Todd County,24895,27,153
1392,Traverse County,3558,27,155
1393,Wabasha County,21676,27,157
1394,Wadena County,13843,27,159
1395,Waseca County,19136,27,161
1396,Washington County,238136,27,163
1397,Watonwan County,11211,27,165
1398,Wilkin County,6576,27,167
1399,Winona County,51461,27,169
1400,Wright County,124700,27,171
1401,Yellow Medicine County,10438,27,173
1402,Adams County,32297,28,001
1403,Alcorn County,37057,28,003
1404,Amite County,13131,28,005
1405,Attala County,19564,28,007
1406,Benton County,8729,28,009
1407,Bolivar County,34145,28,011
1408,Calhoun County,14962,28,013
1409,Carroll County,10597,28,015
1410,Chickasaw County,17392,28,017
1411,Choctaw County,8547,28,019
1412,Claiborne County,9604,28,021
1413,Clarke County,16732,28,023
1414,Clay County,20634,28,025
1415,Coahoma County,26151,28,027
1416,Copiah County,29449,28,029
1417,Covington County,19568,28,031
1418,DeSoto County,161252,28,033
1419,Forrest County,74934,28,035
1420,Franklin County,8118,28,037
1421,George County,22578,28,039
1422,Greene County,14400,28,041
1423,Grenada County,21906,28,043
1424,Hancock County,43929,28,045
1425,Harrison County,187105,28,047
1426,Hinds County,245285,28,049
1427,Holmes County,19198,28,051
1428,Humphreys County,9375,28,053
1429,Issaquena County,1406,28,055
1430,Itawamba County,23401,28,057
1431,Jackson County,139668,28,059
1432,Jasper County,17062,28,061
1433,Jefferson County,7726,28,063
1434,Jefferson Davis County,12487,28,065
1435,Jones County,67761,28,067
1436,Kemper County,10456,28,069
1437,Lafayette County,47351,28,071
1438,Lamar County,55658,28,073
1439,Lauderdale County,80261,28,075
1440,Lawrence County,12929,28,077
1441,Leake County,23805,28,079
1442,Lee County,82910,28,081
1443,Leflore County,32317,28,083
1444,Lincoln County,34869,28,085
1445,Lowndes County,59779,28,087
1446,Madison County,95203,28,089
1447,Marion County,27088,28,091
1448,Marshall County,37144,28,093
1449,Monroe County,36989,28,095
1450,Montgomery County,10925,28,097
1451,Neshoba County,29676,28,099
1452,Newton County,21720,28,101
1453,Noxubee County,11545,28,103
1454,Oktibbeha County,47671,28,105
1455,Panola County,34707,28,107
1456,Pearl River County,55834,28,109
1457,Perry County,12250,28,111
1458,Pike County,40404,28,113
1459,Pontotoc County,29957,28,115
1460,Prentiss County,25276,28,117
1461,Quitman County,8223,28,119
1462,Rankin County,141617,28,121
1463,Scott County,28264,28,123
1464,Sharkey County,4916,28,125
1465,Simpson County,27503,28,127
1466,Smith County,16491,28,129
1467,Stone County,17786,28,131
1468,Sunflower County,29450,28,133
1469,Tallahatchie County,15378,28,135
1470,Tate County,28886,28,137
1471,Tippah County,22232,28,139
1472,Tishomingo County,19593,28,141
1473,Tunica County,10778,28,143
1474,Union County,27134,28,145
1475,Walthall County,15443,28,147
1476,Warren County,48773,28,149
1477,Washington County,51137,28,151
1478,Wayne County,20747,28,153
1479,Webster County,10253,28,155
1480,Wilkinson County,9878,28,157
1481,Winston County,19198,28,159
1482,Yalobusha County,12678,28,161
1483,Yazoo County,28065,28,163
1484,Adair County,25607,29,001
1485,Andrew County,17291,29,003
1486,Atchison County,5685,29,005
1487,Audrain County,25529,29,007
1488,Barry County,35597,29,009
1489,Barton County,12402,29,011
1490,Bates County,17049,29,013
1491,Benton County,19056,29,015
1492,Bollinger County,12363,29,017
1493,Boone County,162642,29,019
1494,Buchanan County,89201,29,021
1495,Butler County,42794,29,023
1496,Caldwell County,9424,29,025
1497,Callaway County,44332,29,027
1498,Camden County,44002,29,029
1499,Cape Girardeau County,75674,29,031
1500,Carroll County,9295,29,033
1501,Carter County,6265,29,035
1502,Cass County,99478,29,037
1503,Cedar County,13982,29,039
1504,Chariton County,7831,29,041
1505,Christian County,77422,29,043
1506,Clark County,7139,29,045
1507,Clay County,221939,29,047
1508,Clinton County,20743,29,049
1509,Cole County,75990,29,051
1510,Cooper County,17601,29,053
1511,Crawford County,24696,29,055
1512,Dade County,7883,29,057
1513,Dallas County,16777,29,059
1514,Daviess County,8433,29,061
1515,DeKalb County,12892,29,063
1516,Dent County,15657,29,065
1517,Douglas County,13684,29,067
1518,Dunklin County,31953,29,069
1519,Franklin County,101492,29,071
1520,Gasconade County,15222,29,073
1521,Gentry County,6738,29,075
1522,Greene County,275174,29,077
1523,Grundy County,10261,29,079
1524,Harrison County,8957,29,081
1525,Henry County,22272,29,083
1526,Hickory County,9627,29,085
1527,Holt County,4912,29,087
1528,Howard County,10144,29,089
1529,Howell County,40400,29,091
1530,Iron County,10630,29,093
1531,Jackson County,674158,29,095
1532,Jasper County,117404,29,097
1533,Jefferson County,218733,29,099
1534,Johnson County,52595,29,101
1535,Knox County,4131,29,103
1536,Laclede County,35571,29,105
1537,Lafayette County,33381,29,107
1538,Lawrence County,38634,29,109
1539,Lewis County,10211,29,111
1540,Lincoln County,52566,29,113
1541,Linn County,12761,29,115
1542,Livingston County,15195,29,117
1543,McDonald County,23083,29,119
1544,Macon County,15566,29,121
1545,Madison County,12226,29,123
1546,Maries County,9176,29,125
1547,Marion County,28781,29,127
1548,Mercer County,3785,29,129
1549,Miller County,24748,29,131
1550,Mississippi County,14358,29,133
1551,Moniteau County,15607,29,135
1552,Monroe County,8840,29,137
1553,Montgomery County,12236,29,139
1554,Morgan County,20565,29,141
1555,New Madrid County,18956,29,143
1556,Newton County,58114,29,145
1557,Nodaway County,23370,29,147
1558,Oregon County,10881,29,149
1559,Osage County,13878,29,151
1560,Ozark County,9723,29,153
1561,Pemiscot County,18296,29,155
1562,Perry County,18971,29,157
1563,Pettis County,42201,29,159
1564,Phelps County,45156,29,161
1565,Pike County,18516,29,163
1566,Platte County,89322,29,165
1567,Polk County,31137,29,167
1568,Pulaski County,52274,29,169
1569,Putnam County,4979,29,171
1570,Ralls County,10167,29,173
1571,Randolph County,25414,29,175
1572,Ray County,23494,29,177
1573,Reynolds County,6696,29,179
1574,Ripley County,14100,29,181
1575,St. Charles County,360485,29,183
1576,St. Clair County,9805,29,185
1577,Ste. Genevieve County,18145,29,186
1578,St. Francois County,65359,29,187
1579,St. Louis County,998954,29,189
1580,Saline County,23370,29,195
1581,Schuyler County,4431,29,197
1582,Scotland County,4843,29,199
1583,Scott County,39191,29,201
1584,Shannon County,8441,29,203
1585,Shelby County,6373,29,205
1586,Stoddard County,29968,29,207
1587,Stone County,32202,29,209
1588,Sullivan County,6714,29,211
1589,Taney County,51675,29,213
1590,Texas County,26008,29,215
1591,Vernon County,21159,29,217
1592,Warren County,32513,29,219
1593,Washington County,25195,29,221
1594,Wayne County,13521,29,223
1595,Webster County,36202,29,225
1596,Worth County,2171,29,227
1597,Wright County,18815,29,229
1598,St. Louis city,319294,29,510
1599,Beaverhead County,9246,30,001
1600,Big Horn County,12865,30,003
1601,Blaine County,6491,30,005
1602,Broadwater County,5612,30,007
1603,Carbon County,10078,30,009
1604,Carter County,1160,30,011
1605,Cascade County,81327,30,013
1606,Chouteau County,5813,30,015
1607,Custer County,11699,30,017
1608,Daniels County,1751,30,019
1609,Dawson County,8966,30,021
1610,Deer Lodge County,9298,30,023
1611,Fallon County,2890,30,025
1612,Fergus County,11586,30,027
1613,Flathead County,90928,30,029
1614,Gallatin County,89513,30,031
1615,Garfield County,1206,30,033
1616,Glacier County,13399,30,035
1617,Golden Valley County,884,30,037
1618,Granite County,3079,30,039
1619,Hill County,16096,30,041
1620,Jefferson County,11406,30,043
1621,Judith Basin County,2072,30,045
1622,Lake County,28746,30,047
1623,Lewis and Clark County,63395,30,049
1624,Liberty County,2339,30,051
1625,Lincoln County,19687,30,053
1626,McCone County,1734,30,055
1627,Madison County,7691,30,057
1628,Meagher County,1891,30,059
1629,Mineral County,4223,30,061
1630,Missoula County,109299,30,063
1631,Musselshell County,4538,30,065
1632,Park County,15636,30,067
1633,Petroleum County,494,30,069
1634,Phillips County,4253,30,071
1635,Pondera County,6153,30,073
1636,Powder River County,1743,30,075
1637,Powell County,7027,30,077
1638,Prairie County,1179,30,079
1639,Ravalli County,40212,30,081
1640,Richland County,9746,30,083
1641,Roosevelt County,10425,30,085
1642,Rosebud County,9233,30,087
1643,Sanders County,11413,30,089
1644,Sheridan County,3384,30,091
1645,Silver Bow County,34200,30,093
1646,Stillwater County,9117,30,095
1647,Sweet Grass County,3651,30,097
1648,Teton County,6073,30,099
1649,Toole County,5324,30,101
1650,Treasure County,718,30,103
1651,Valley County,7369,30,105
1652,Wheatland County,2168,30,107
1653,Wibaux County,1017,30,109
1654,Yellowstone County,147972,30,111
1655,Adams County,31364,31,001
1656,Antelope County,6685,31,003
1657,Arthur County,460,31,005
1658,Banner County,690,31,007
1659,Blaine County,478,31,009
1660,Boone County,5505,31,011
1661,Box Butte County,11308,31,013
1662,Boyd County,2099,31,015
1663,Brown County,3145,31,017
1664,Buffalo County,46102,31,019
1665,Burt County,6858,31,021
1666,Butler County,8395,31,023
1667,Cass County,25241,31,025
1668,Cedar County,8852,31,027
1669,Chase County,3966,31,029
1670,Cherry County,5713,31,031
1671,Cheyenne County,9998,31,033
1672,Clay County,6542,31,035
1673,Colfax County,10515,31,037
1674,Cuming County,9139,31,039
1675,Custer County,10939,31,041
1676,Dakota County,21006,31,043
1677,Dawes County,9182,31,045
1678,Dawson County,24326,31,047
1679,Deuel County,1941,31,049
1680,Dixon County,6000,31,051
1681,Dodge County,36691,31,053
1682,Douglas County,517110,31,055
1683,Dundy County,2008,31,057
1684,Fillmore County,5890,31,059
1685,Franklin County,3225,31,061
1686,Frontier County,2756,31,063
1687,Furnas County,4959,31,065
1688,Gage County,22311,31,067
1689,Garden County,2057,31,069
1690,Garfield County,2049,31,071
1691,Gosper County,2044,31,073
1692,Grant County,614,31,075
1693,Greeley County,2538,31,077
1694,Hall County,58607,31,079
1695,Hamilton County,9124,31,081
1696,Harlan County,3423,31,083
1697,Hayes County,967,31,085
1698,Hitchcock County,2908,31,087
1699,Holt County,10435,31,089
1700,Hooker County,736,31,091
1701,Howard County,6274,31,093
1702,Jefferson County,7547,31,095
1703,Johnson County,5217,31,097
1704,Kearney County,6489,31,099
1705,Keith County,8368,31,101
1706,Keya Paha County,824,31,103
1707,Kimball County,3821,31,105
1708,Knox County,8701,31,107
1709,Lancaster County,285407,31,109
1710,Lincoln County,36288,31,111
1711,Logan County,763,31,113
1712,Loup County,632,31,115
1713,McPherson County,539,31,117
1714,Madison County,34876,31,119
1715,Merrick County,7845,31,121
1716,Morrill County,5042,31,123
1717,Nance County,3735,31,125
1718,Nemaha County,7248,31,127
1719,Nuckolls County,4500,31,129
1720,Otoe County,15740,31,131
1721,Pawnee County,2773,31,133
1722,Perkins County,2970,31,135
1723,Phelps County,9188,31,137
1724,Pierce County,7266,31,139
1725,Platte County,32237,31,141
1726,Polk County,5406,31,143
1727,Red Willow County,11055,31,145
1728,Richardson County,8363,31,147
1729,Rock County,1526,31,149
1730,Saline County,14200,31,151
1731,Sarpy County,158840,31,153
1732,Saunders County,20780,31,155
1733,Scotts Bluff County,36970,31,157
1734,Seward County,16750,31,159
1735,Sheridan County,5469,31,161
1736,Sherman County,3152,31,163
1737,Sioux County,1311,31,165
1738,Stanton County,6129,31,167
1739,Thayer County,5228,31,169
1740,Thomas County,647,31,171
1741,Thurston County,6940,31,173
1742,Valley County,4260,31,175
1743,Washington County,20234,31,177
1744,Wayne County,9595,31,179
1745,Webster County,3812,31,181
1746,Wheeler County,818,31,183
1747,York County,13665,31,185
1748,Churchill County,24877,32,001
1749,Clark County,1951269,32,003
1750,Douglas County,46997,32,005
1751,Elko County,48818,32,007
1752,Esmeralda County,783,32,009
1753,Eureka County,1987,32,011
1754,Humboldt County,16528,32,013
1755,Lander County,5775,32,015
1756,Lincoln County,5345,32,017
1757,Lyon County,51980,32,019
1758,Mineral County,4772,32,021
1759,Nye County,43946,32,023
1760,Pershing County,6753,32,027
1761,Storey County,4010,32,029
1762,Washoe County,421407,32,031
1763,White Pine County,10030,32,033
1764,Carson City,55274,32,510
1765,Belknap County,60088,33,001
1766,Carroll County,47818,33,003
1767,Cheshire County,77117,33,005
1768,Coos County,33055,33,007
1769,Grafton County,89118,33,009
1770,Hillsborough County,400721,33,011
1771,Merrimack County,146445,33,013
1772,Rockingham County,295223,33,015
1773,Strafford County,123143,33,017
1774,Sullivan County,43742,33,019
1775,Atlantic County,274549,34,001
1776,Bergen County,905116,34,003
1777,Burlington County,448734,34,005
1778,Camden County,513657,34,007
1779,Cape May County,97265,34,009
1780,Cumberland County,156898,34,011
1781,Essex County,783969,34,013
1782,Gloucester County,288288,34,015
1783,Hudson County,634266,34,017
1784,Hunterdon County,128349,34,019
1785,Mercer County,366513,34,021
1786,Middlesex County,809858,34,023
1787,Monmouth County,630380,34,025
1788,Morris County,492276,34,027
1789,Ocean County,576567,34,029
1790,Passaic County,501226,34,031
1791,Salem County,66083,34,033
1792,Somerset County,323444,34,035
1793,Sussex County,149265,34,037
1794,Union County,536499,34,039
1795,Warren County,108692,34,041
1796,Bernalillo County,662564,35,001
1797,Catron County,3725,35,003
1798,Chaves County,65645,35,005
1799,Cibola County,27213,35,006
1800,Colfax County,13750,35,007
1801,Curry County,48376,35,009
1802,De Baca County,2022,35,011
1803,Doña Ana County,209233,35,013
1804,Eddy County,53829,35,015
1805,Grant County,29514,35,017
1806,Guadalupe County,4687,35,019
1807,Harding County,695,35,021
1808,Hidalgo County,4894,35,023
1809,Lea County,64727,35,025
1810,Lincoln County,20497,35,027
1811,Los Alamos County,17950,35,028
1812,Luna County,25095,35,029
1813,McKinley County,71492,35,031
1814,Mora County,4881,35,033
1815,Otero County,63797,35,035
1816,Quay County,9041,35,037
1817,Rio Arriba County,40246,35,039
1818,Roosevelt County,19846,35,041
1819,Sandoval County,131561,35,043
1820,San Juan County,130044,35,045
1821,San Miguel County,29393,35,047
1822,Santa Fe County,144170,35,049
1823,Sierra County,11988,35,051
1824,Socorro County,17866,35,053
1825,Taos County,32937,35,055
1826,Torrance County,16383,35,057
1827,Union County,4549,35,059
1828,Valencia County,76569,35,061
1829,Albany County,304204,36,001
1830,Allegany County,48946,36,003
1831,Bronx County,1385108,36,005
1832,Broome County,200600,36,007
1833,Cattaraugus County,80317,36,009
1834,Cayuga County,80026,36,011
1835,Chautauqua County,134905,36,013
1836,Chemung County,88830,36,015
1837,Chenango County,50477,36,017
1838,Clinton County,82128,36,019
1839,Columbia County,63096,36,021
1840,Cortland County,49336,36,023
1841,Delaware County,47980,36,025
1842,Dutchess County,297488,36,027
1843,Erie County,919040,36,029
1844,Essex County,39370,36,031
1845,Franklin County,51599,36,033
1846,Fulton County,55531,36,035
1847,Genesee County,60079,36,037
1848,Greene County,49221,36,039
1849,Hamilton County,4836,36,041
1850,Herkimer County,64519,36,043
1851,Jefferson County,116229,36,045
1852,Kings County,2504700,36,047
1853,Lewis County,27087,36,049
1854,Livingston County,65393,36,051
1855,Madison County,73442,36,053
1856,Monroe County,744344,36,055
1857,Montgomery County,50219,36,057
1858,Nassau County,1339532,36,059
1859,New York County,1585873,36,061
1860,Niagara County,216469,36,063
1861,Oneida County,234878,36,065
